GenBank,Seq.Names,Clade.Label,MajorGroup,Group,ThermoMode,Class,Order,Family,Species,dN,dS,dNdS,Clade,Clade.Age,Tip.Age,Lat,AnnualTemp,Habitat,BodyMass,Longevity,MaturityAge,Fecundity,Migration,Ref.BodyMass,Ref.Fecundity,Ref.MaturityAge,Ref.Longevity
MK060142.1,Pogoniulus_bilineatus_MK060142.1,Coraciimorphae,Aves,Birds,Endotherms,Aves,Piciformes,Lybiidae,Pogoniulus_bilineatus,3.10E-10,1.26E-08,0.024656052,Birds_Node1720,45.31209898,21.56041609,7.297829037,23.47503204,Terrestrial,13.10000001,8.290593864,1.0810922,3,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MN356176.1,Eubucco_bourcierii_MN356176.1,Coraciimorphae,Aves,Birds,Endotherms,Aves,Piciformes,Capitonidae,Eubucco_bourcierii,4.55E-10,1.30E-08,0.034944298,Birds_Node1720,45.31209898,20.52763257,4.809859155,20.2616806,Terrestrial,36.99999999,9.89246757,1.276055899,3.2,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MK060126.1,Capito_niger_MK060126.1,Coraciimorphae,Aves,Birds,Endotherms,Aves,Piciformes,Capitonidae,Capito_niger,3.29E-10,1.30E-08,0.025341981,Birds_Node1720,45.31209898,20.52763257,3.073913043,25.33434906,Terrestrial,57.37000002,10.73309108,1.391202673,3.5,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MN356206.1,Semnornis_frantzii_MN356206.1,Coraciimorphae,Aves,Birds,Endotherms,Aves,Piciformes,Semnornithidae,Semnornis_frantzii,2.97E-10,1.05E-08,0.02835252,Birds_Node1720,45.31209898,23.5491385,9.277777778,17.93622742,Terrestrial,57.3,11.47612448,1.465731302,4.5,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MN356196.1,Ramphastos_sulfuratus_MN356196.1,Coraciimorphae,Aves,Birds,Endotherms,Aves,Piciformes,Ramphastidae,Ramphastos_sulfuratus,2.75E-10,9.08E-09,0.030273408,Birds_Node1720,45.31209898,17.19459825,14.35,24.86460266,Terrestrial,409.6900005,16.44143959,2.214086767,2,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
DQ780882.1,Pteroglossus_azara_flavirostris_DQ780882.1,Coraciimorphae,Aves,Birds,Endotherms,Aves,Piciformes,Ramphastidae,Pteroglossus_azara,3.62E-10,1.10E-08,0.032798653,Birds_Node1720,45.31209898,17.19459825,5.518292683,24.70062561,Terrestrial,144.4499999,13.22319021,1.734603316,2.8,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MK060143.1,Prodotiscus_insignis_MK060143.1,Coraciimorphae,Aves,Birds,Endotherms,Aves,Piciformes,Indicatoridae,Prodotiscus_insignis,4.09E-10,1.34E-08,0.030474904,Birds_Node1720,45.31209898,37.19428039,4.864942529,23.85214081,Terrestrial,10.39999999,7.21639745,1.107149606,2,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MK060132.1,Indicator_maculatus_MK060132.1,Coraciimorphae,Aves,Birds,Endotherms,Aves,Piciformes,Indicatoridae,Indicator_maculatus,2.63E-10,6.52E-09,0.040377786,Birds_Node1720,45.31209898,23.82384867,5.19193154,24.50315094,Terrestrial,46.79999999,10.89319915,1.35302922,2,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Average of family,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MH737741.1,Indicator_xanthonotus_MH737741.1,Coraciimorphae,Aves,Birds,Endotherms,Aves,Piciformes,Indicatoridae,Indicator_xanthonotus,3.24E-10,1.13E-08,0.028770694,Birds_Node1720,45.31209898,23.82384867,28.26923077,12.83081818,Terrestrial,30.38000003,9.077904309,1.148077717,2,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Average of family,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MK060133.1,Jynx_ruficollis_MK060133.1,Coraciimorphae,Aves,Birds,Endotherms,Aves,Piciformes,Picidae,Jynx_ruficollis,3.22E-10,1.44E-08,0.022371864,Birds_Node1720,45.31209898,34.20318865,11.89463602,20.34325256,Terrestrial,46.40000005,9.895382621,1.46853047,3.5,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
KX831678.1,Picumnus_innominatus_KX831678.1,Coraciimorphae,Aves,Birds,Endotherms,Aves,Piciformes,Picidae,Picumnus_innominatus,3.22E-10,1.43E-08,0.022544554,Birds_Node1720,45.31209898,30.72997918,22.73367698,18.20873566,Terrestrial,10.20000001,7.422534134,1.020736604,2.8,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
KT443919.1,Sasia_ochracea_KT443919.1,Coraciimorphae,Aves,Birds,Endotherms,Aves,Piciformes,Picidae,Sasia_ochracea,2.93E-10,9.75E-09,0.03005699,Birds_Node1720,45.31209898,27.1735784,20.87914692,22.38556061,Terrestrial,9.699999994,7.390383198,1.010680763,2.8,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
KU158198.2,Campephilus_imperialis_KU158198.2,Coraciimorphae,Aves,Birds,Endotherms,Aves,Piciformes,Picidae,Campephilus_imperialis,2.94E-10,9.39E-09,0.031296424,Birds_Node1720,45.31209898,8.1332122,23.38888889,15.53759613,Terrestrial,273.28,10.35395614,1.826752204,2,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
KT443920.1,Campephilus_guatemalensis_KT443920.1,Coraciimorphae,Aves,Birds,Endotherms,Aves,Piciformes,Picidae,Campephilus_guatemalensis,3.12E-10,8.72E-09,0.035810552,Birds_Node1720,45.31209898,8.1332122,18.17295597,23.95430756,Terrestrial,242,14.08933191,2.057928502,2,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
DQ780879.1,Dryocopus_pileatus_DQ780879.1,Coraciimorphae,Aves,Birds,Endotherms,Aves,Piciformes,Picidae,Dryocopus_pileatus,3.59E-10,1.32E-08,0.02720741,Birds_Node1720,45.31209898,11.84810829,45.42825607,7.229327393,Terrestrial,286.5899997,13,1,2.8,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,AnAge,AnAge
MK348064.1,Picus_canus_MK348064.1,Coraciimorphae,Aves,Birds,Endotherms,Aves,Piciformes,Picidae,Picus_canus,2.82E-10,1.40E-08,0.020170892,Birds_Node1720,45.31209898,11.84810829,51.49671593,3.636785507,Terrestrial,137,11.46155525,1.00371492,6,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MK335534.1,Dendrocopos_canicapillus_MK335534.1,Coraciimorphae,Aves,Birds,Endotherms,Aves,Piciformes,Picidae,Yungipicus_canicapillus,3.20E-10,1.06E-08,0.030318452,Birds_Node1720,45.31209898,13.97739938,26.85586481,15.33530273,Terrestrial,25.76000002,10.97876591,1.165199294,4.9,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Estimated by body mass,Estimated by age of sexual maturity
KT119343.1,Picoides_pubescens_KT119343.1,Coraciimorphae,Aves,Birds,Endotherms,Aves,Piciformes,Picidae,Dryobates_pubescens,3.25E-10,1.49E-08,0.021756749,Birds_Node1720,45.31209898,10.33304955,48.44206009,5.248410416,Terrestrial,25.54999997,11.65,1.024100738,4.5,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
KU131555.1,Dendrocopos_leucotos_KU131555.1,Coraciimorphae,Aves,Birds,Endotherms,Aves,Piciformes,Picidae,Dendrocopos_leucotos,3.71E-10,7.51E-09,0.049444426,Birds_Node1720,45.31209898,4.00191486,51.07135576,2.693592453,Terrestrial,116.8000001,15.92,1.362231684,3.9,Short Migratory,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
KT350609.1,Dendrocopos_major_KT350609.1,Coraciimorphae,Aves,Birds,Endotherms,Aves,Piciformes,Picidae,Dendrocopos_major,2.72E-10,8.57E-09,0.031714714,Birds_Node1720,45.31209898,2.37387646,51.22447161,2.679995537,Terrestrial,74.94000004,12.67,1.048850986,5.9,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MK335535.1,Dendrocopos_darjellensis_MK335535.1,Coraciimorphae,Aves,Birds,Endotherms,Aves,Piciformes,Picidae,Dendrocopos_darjellensis,2.77E-10,7.46E-09,0.037186909,Birds_Node1720,45.31209898,2.37387646,26.9893617,11.47513275,Terrestrial,70.65999998,11.58011722,1.33317927,2.8,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MN356168.1,Chunga_burmeisteri_MN356168.1,Cariamiformes,Aves,Birds,Endotherms,Aves,Cariamiformes,Cariamidae,Chunga_burmeisteri,2.55E-10,6.67E-09,0.038186395,Birds_Node1712,20.07635651,20.07635651,25.88709677,21.7708374,Terrestrial,1297.999999,21.94182392,2.810642095,2.5,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MN356121.1,Cariama_cristata_MN356121.1,Cariamiformes,Aves,Birds,Endotherms,Aves,Cariamiformes,Cariamidae,Cariama_cristata,2.87E-10,7.18E-09,0.039969351,Birds_Node1712,20.07635651,20.07635651,19.40756303,23.03250732,Terrestrial,1400.000001,19.36806488,2.797513812,2.4,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MN356294.1,Herpetotheres_cachinnans_MN356294.1,Falconiformes,Aves,Birds,Endotherms,Aves,Falconiformes,Falconidae,Herpetotheres_cachinnans,2.12E-10,9.67E-09,0.021946882,Birds_Node1702,43.64517588,20.70549125,10.91296157,24.71086273,Terrestrial,623.5800005,18.33589728,2.820511212,1,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
DQ780881.1,Micrastur_gilvicollis_DQ780881.1,Falconiformes,Aves,Birds,Endotherms,Aves,Falconiformes,Falconidae,Micrastur_gilvicollis,2.63E-10,9.78E-09,0.026869657,Birds_Node1702,43.64517588,20.70549125,4.964547677,24.83788757,Terrestrial,208.9999999,13.57147067,1.913539782,2,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Average of genus,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MN231451.1,Caracara_cheriway_MN231451.1,Falconiformes,Aves,Birds,Endotherms,Aves,Falconiformes,Falconidae,Caracara_cheriway,2.59E-10,7.98E-09,0.032498682,Birds_Node1702,43.64517588,14.44649454,21.66755674,20.74363251,Terrestrial,1078.62,25.8,2.797411435,2.5,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Animal Diversity Web,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
KP064202.1,Phalcoboenus_australis_KP064202.1,Falconiformes,Aves,Birds,Endotherms,Aves,Falconiformes,Falconidae,Phalcoboenus_australis,2.26E-10,8.81E-09,0.025688054,Birds_Node1702,43.64517588,14.44649456,53.55,7.002034187,Terrestrial&Marine,1187,26.02092872,5,2,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
DQ780880.1,Falco_sparverius_DQ780880.1,Falconiformes,Aves,Birds,Endotherms,Aves,Falconiformes,Falconidae,Falco_sparverius,3.38E-10,1.10E-08,0.030685626,Birds_Node1702,43.64517588,12.2865179,34.84315425,12.25633698,Terrestrial,114.6100001,14.67,1.101153615,4.9,Long Migratory,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
KM264304.1,Falco_columbarius_KM264304.1,Falconiformes,Aves,Birds,Endotherms,Aves,Falconiformes,Falconidae,Falco_columbarius,2.94E-10,1.03E-08,0.028699619,Birds_Node1702,43.64517588,10.47570816,49.33309613,3.707536697,Terrestrial,188.5000002,13.46723057,1.457321731,4.2,Long Migratory,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
KX987839.1,Falco_amurensis_KX987839.1,Falconiformes,Aves,Birds,Endotherms,Aves,Falconiformes,Falconidae,Falco_amurensis,3.00E-10,1.14E-08,0.026246728,Birds_Node1702,43.64517588,9.03428883,26.09467635,16.53315735,Terrestrial,141.8700001,10.87181486,1.289877799,3.5,Long Migratory,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
KT989235.1,Falco_rusticolus_KT989235.1,Falconiformes,Aves,Birds,Endotherms,Aves,Falconiformes,Falconidae,Falco_rusticolus,4.16E-10,9.92E-09,0.041981379,Birds_Node1702,43.64517588,2.88875797,62.90932278,-5.946585083,Terrestrial,1431.720001,21.8523941,2.347653301,3.5,Long Migratory,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
AF090338.1,Falco_peregrinus_AF090338.1,Falconiformes,Aves,Birds,Endotherms,Aves,Falconiformes,Falconidae,Falco_peregrinus,2.44E-10,1.31E-08,0.018619106,Birds_Node1702,43.64517588,2.88875799,41.06663032,8.618468475,Terrestrial,759.9499994,19.25,2.239146497,2.8,Long Migratory,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
AY309456.1,Strigops_habroptilus_AY309456.1,Psittaciformes,Aves,Birds,Endotherms,Aves,Psittaciformes,Strigopidae,Strigops_habroptila,2.09E-10,6.07E-09,0.034501235,Birds_Node1701,29.49036151,29.49036151,45.13636364,7.323181915,Terrestrial,1732.050001,60,9.994523549,2,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MH133967.1,Nestor_notabilis_MH133967.1,Psittaciformes,Aves,Birds,Endotherms,Aves,Psittaciformes,Strigopidae,Nestor_notabilis,2.62E-10,1.10E-08,0.023808587,Birds_Node1701,29.49036151,29.49036151,43.5,7.563891602,Terrestrial,862.9699994,20.42647447,4,3,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MH133969.1,Calyptorhynchus_baudinii_MH133969.1,Psittaciformes,Aves,Birds,Endotherms,Aves,Psittaciformes,Cacatuidae,Zanda_baudinii,3.01E-10,6.18E-09,0.04864672,Birds_Node1695,26.26113238,9.79651254,33.8125,16.04001465,Terrestrial,619.9999993,47,3.308929356,2,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
JF414241.1,Calyptorhynchus_lathami_JF414241.1,Psittaciformes,Aves,Birds,Endotherms,Aves,Psittaciformes,Cacatuidae,Calyptorhynchus_lathami,3.58E-10,4.66E-09,0.076753559,Birds_Node1695,26.26113238,9.79651254,29.07,18.42880249,Terrestrial,437,37.7,3.080805459,1,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MH133968.1,Nymphicus_hollandicus_MH133968.1,Psittaciformes,Aves,Birds,Endotherms,Aves,Psittaciformes,Cacatuidae,Nymphicus_hollandicus,2.39E-10,9.18E-09,0.026029991,Birds_Node1695,26.26113238,22.97145208,25.25830816,22.65061646,Terrestrial,94.60999989,35.9,1.070883283,4.6,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MH133970.1,Probosciger_aterrimus_goliath_MH133970.1,Psittaciformes,Aves,Birds,Endotherms,Aves,Psittaciformes,Cacatuidae,Probosciger_aterrimus,3.51E-10,8.39E-09,0.041865938,Birds_Node1695,26.26113238,19.50014755,5.933070866,24.95985565,Terrestrial,841.0000004,56.3,4,1,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MH133971.1,Eolophus_roseicapillus_MH133971.1,Psittaciformes,Aves,Birds,Endotherms,Aves,Psittaciformes,Cacatuidae,Eolophus_roseicapilla,2.27E-10,6.26E-09,0.036265009,Birds_Node1695,26.26113238,15.34790283,25.71801567,22.07698975,Terrestrial,325.3299999,27.3,2.5,3.5,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MH133973.1,Cacatua_pastinator_MH133973.1,Psittaciformes,Aves,Birds,Endotherms,Aves,Psittaciformes,Cacatuidae,Cacatua_pastinator,3.19E-10,7.60E-09,0.041889434,Birds_Node1695,26.26113238,11.24573651,31.01515152,18.69105835,Terrestrial,631.7000002,42.94788328,4.244788756,2.4,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MH133972.1,Cacatua_moluccensis_MH133972.1,Psittaciformes,Aves,Birds,Endotherms,Aves,Psittaciformes,Cacatuidae,Cacatua_moluccensis,4.24E-10,6.91E-09,0.061380012,Birds_Node1695,26.26113238,11.24573651,3,24.74522705,Terrestrial,834.9899994,65.8,4.923477209,2,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
KM611475.1,Psittrichas_fulgidus_KM611475.1,Psittaciformes,Aves,Birds,Endotherms,Aves,Psittaciformes,Psittaculidae,Psittrichas_fulgidus,2.16E-10,7.76E-09,0.027772703,Birds_Node1680,32.88000133,25.24688006,4.828767123,20.12162476,Terrestrial,864.9900006,25,2.666491703,2,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Birds of the World,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
KM611468.1,Coracopsis_vasa_KM611468.1,Psittaciformes,Aves,Birds,Endotherms,Aves,Psittaciformes,Psittaculidae,Coracopsis_vasa,2.30E-10,8.58E-09,0.026862659,Birds_Node1680,32.88000133,25.24688006,18.86,23.48939056,Terrestrial,524.9999995,53.9,2.236629462,3,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
JX133087.1,Neophema_chrysogaster_JX133087.1,Psittaciformes,Aves,Birds,Endotherms,Aves,Psittaciformes,Psittaculidae,Neophema_chrysogaster,3.52E-10,1.39E-08,0.025359231,Birds_Node1680,32.88000133,28.29105622,37.73333333,12.1699234,Terrestrial,45.90000005,17.54922859,1,4.2,Short Migratory,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MN481405.1,Agapornis_nigrigenis_MN481405.1,Psittaciformes,Aves,Birds,Endotherms,Aves,Psittaciformes,Psittaculidae,Agapornis_nigrigenis,3.61E-10,1.09E-08,0.032986671,Birds_Node1680,32.88000133,6.75984387,16.9,22.07209625,Terrestrial,40.49999998,14.01128084,0.907377126,4.9,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
EU410486.1,Agapornis_roseicollis_EU410486.1,Psittaciformes,Aves,Birds,Endotherms,Aves,Psittaciformes,Psittaculidae,Agapornis_roseicollis,3.68E-10,8.21E-09,0.044817459,Birds_Node1680,32.88000133,6.75984389,20.43243243,21.16972504,Terrestrial,53.83000002,15.41970936,1,4.9,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
KU158195.1,Psephotellus_pulcherrimus_KU158195.1,Psittaciformes,Aves,Birds,Endotherms,Aves,Psittaciformes,Psittaculidae,Psephotellus_pulcherrimus,3.56E-10,1.24E-08,0.028800622,Birds_Node1680,32.88000133,27.40779072,26.65277778,19.94910736,Terrestrial,45.8,16.93333333,1.833333333,4,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
EF450826.1,Melopsittacus_undulatus_EF450826.1,Psittaciformes,Aves,Birds,Endotherms,Aves,Psittaciformes,Psittaculidae,Melopsittacus_undulatus,2.69E-10,1.24E-08,0.021739823,Birds_Node1680,32.88000133,17.84762696,25.86754967,22.51652832,Terrestrial,28.98999998,21,1.010849686,4.9,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MN515396.1,Lorius_chlorocercus_MN515396.1,Psittaciformes,Aves,Birds,Endotherms,Aves,Psittaciformes,Psittaculidae,Lorius_chlorocercus,2.65E-10,1.06E-08,0.024871979,Birds_Node1680,32.88000133,5.92585651,9.944444444,25.22852325,Terrestrial,173.5100001,20.71998522,3.5,2,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Beauty of birds,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MN182499.1,Trichoglossus_rubritorquis_MN182499.1,Psittaciformes,Aves,Birds,Endotherms,Aves,Psittaciformes,Psittaculidae,Trichoglossus_rubritorquis,2.34E-10,1.17E-08,0.019977685,Birds_Node1680,32.88000133,5.92585651,15.75742574,26.98563843,Terrestrial,212,19.76113545,1,2,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Beauty of birds,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
KM611473.1,Prioniturus_luconensis_KM611473.1,Psittaciformes,Aves,Birds,Endotherms,Aves,Psittaciformes,Psittaculidae,Prioniturus_luconensis,2.26E-10,7.32E-09,0.030832849,Birds_Node1680,32.88000133,23.05504519,16.11111111,25.18418579,Terrestrial,107.9999999,13.15981297,1.656220957,2,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Average of genus,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
KM611469.1,Eclectus_roratus_KM611469.1,Psittaciformes,Aves,Birds,Endotherms,Aves,Psittaciformes,Psittaculidae,Eclectus_roratus,2.44E-10,8.03E-09,0.03041354,Birds_Node1680,32.88000133,14.89607217,2.184210526,24.90951385,Terrestrial,480.7600006,40.8,4,2,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MK986661.1,Psittacula_roseata_MK986661.1,Psittaciformes,Aves,Birds,Endotherms,Aves,Psittaciformes,Psittaculidae,Psittacula_roseata,2.53E-10,8.33E-09,0.0304063,Birds_Node1680,32.88000133,11.44845134,19.09243697,24.67739868,Terrestrial,160.6600001,22.65756056,2.98577218,5,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,Beauty of birds,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
MK986660.1,Psittacula_alexandri_MK986660.1,Psittaciformes,Aves,Birds,Endotherms,Aves,Psittaciformes,Psittaculidae,Psittacula_alexandri,3.46E-10,8.04E-09,0.043047886,Birds_Node1680,32.88000133,7.38858085,19.06891496,22.58905792,Terrestrial,147.0000001,23.3,2.865516826,3.5,Resident,Ecological drivers of global gradients in avian dispersal inferred from wing morphology,The Worldwide Variation in Avian Clutch Size across Species and Space,Generation lengths of the world's birds and their implications for extinction risk,Generation lengths of the world's birds and their implications for extinction risk
